"","from","to","weight"
"8238","12559601","22343765",6
"8239","12559601","42088544",7
"8240","12559601","39389985",3
"8241","12559601","42243829",22
"8242","12559601","42243787",6
"8243","12559601","45377935",5
"8244","12559601","19830816",6
"8245","12559601","48435917",3
"8246","12559601","18905371",16
"8247","12559601","34324162",4
"8248","12559601","37713881",3
"8249","12559601","42072460",5
"8250","12559601","48019521",5
"8251","12559601","35171661",5
"8252","12559601","45928486",10
"8253","12559601","40293783",3
"8254","12559601","37581463",12
"8255","12559601","31016378",8
"8256","12559601","44312129",11
"8257","12559601","49548723",9
"8258","12559601","47380132",3
"8259","12559601","44942309",3
"8260","12559601","45056699",4
"8261","12559601","48019304",5
"8262","12559601","47793263",3
"8263","12559601","14853405",9
"8264","12559601","29195843",3
"8265","12559601","36750677",6
"8266","12559601","48341090",4
"8267","12559601","14849445",5
"8268","12559601","47580515",3
"8269","12559601","44026103",6
"8270","12559601","22333480",3
"8271","12559601","48305591",4
"8272","12559601","39433161",3
"8273","12559601","43371293",4
"8274","12559601","42244847",3
"8275","12559601","47395988",3
"8276","12559601","45926071",4
"8277","12559601","36910193",6
"8278","12559601","42833781",3
"8279","12559601","47523120",3
"8280","12559601","49826848",5
"8281","12559601","47678504",3
"8282","12560114","22334437",3
"8283","12560431","19804263",8
"8284","12624404","47523120",7
"8285","12624404","27023021",3
"8286","12624404","48435917",3
"8287","12624404","45926071",3
"8288","12624404","47395988",3
"8289","13004918","14318429",3
"8290","13004918","47654108",4
"8291","13004918","31777057",22
"8292","13004918","46164947",5
"8293","13004918","39746395",3
"8294","13004918","43537849",3
"8295","13004998","18906117",6
"8296","13005047","41751811",9
"8297","13005055","48539364",4
"8298","13005055","48342568",3
"8299","13005205","47837755",3
"8300","13005233","32986915",3
"8301","13021616","48519453",23
"8302","13021616","40289605",4
"8303","13021616","14849855",3
"8304","13024207","27584530",8
"8305","13024207","40279750",5
"8306","13024207","47350749",5
"8307","13024207","37712694",3
"8308","13024207","43082923",3
"8309","13024987","40269347",4
"8310","13024987","44876658",3
"8311","13025444","42890278",4
"8312","13027641","14588768",10
"8313","13027641","48912242",15
"8314","13027641","49252057",27
"8315","13027641","33077065",5
"8316","13027641","19595528",4
"8317","13027641","23609855",14
"8318","13027641","36878050",3
"8319","13028766","27584456",3
"8320","13028766","46945521",5
"8321","13028766","38336177",4
"8322","13028766","49871095",11
"8323","13028766","47553913",3
"8324","13029619","20374219",3
"8325","13030218","19434368",4
"8326","13030661","40397691",9
"8327","13030661","45927258",6
"8328","13030661","18863363",18
"8329","13030661","47798800",3
"8330","13030661","44732641",4
"8331","13030661","36957437",11
"8332","13030661","49038926",6
"8333","13030661","47428689",3
"8334","13031200","14843004",8
"8335","13031200","38353037",10
"8336","13031200","46007643",16
"8337","13031200","14606586",11
"8338","13031200","47800326",8
"8339","13031200","14838792",3
"8340","13031200","39747735",4
"8341","13031354","44102764",53
"8342","13031354","13036211",31
"8343","13031354","36879950",5
"8344","13031354","42905350",3
"8345","13031354","44208154",3
"8346","13031446","44105293",3
"8347","13031446","22592484",3
"8348","13031845","48414763",30
"8349","13031845","14827024",15
"8350","13031845","32234087",16
"8351","13031845","43531104",5
"8352","13031845","49252239",8
"8353","13031845","47787757",15
"8354","13031845","20514766",7
"8355","13031845","48694369",3
"8356","13031845","42411545",9
"8357","13031845","44692116",4
"8358","13031845","43843464",6
"8359","13031845","14810192",8
"8360","13031845","31011238",3
"8361","13031845","40387400",4
"8362","13031845","48436992",4
"8363","13032456","40296658",16
"8364","13032456","22338156",3
"8365","13032520","35082528",3
"8366","13032520","45211041",4
"8367","13033264","23215598",21
"8368","13035725","13036248",6
"8369","13035755","18428813",7
"8370","13035755","27584311",8
"8371","13035755","47385958",8
"8372","13035755","47708149",8
"8373","13035755","49119640",4
"8374","13035755","48658773",6
"8375","13035755","22334755",3
"8376","13035755","48733978",11
"8377","13035755","30696265",5
"8378","13035755","49676948",8
"8379","13035755","45189605",9
"8380","13035755","23167670",5
"8381","13035755","46872527",5
"8382","13035755","49247762",4
"8383","13035755","49868203",3
"8384","13035755","37091368",5
"8385","13035755","37519301",3
"8386","13035755","44104783",3
"8387","13035755","47582408",4
"8388","13035757","46347484",4
"8389","13035757","34479988",4
"8390","13035757","43843464",4
"8391","13035757","33562813",10
"8392","13035757","40162509",5
"8393","13035757","44667492",5
"8394","13035797","23640419",3
"8395","13035823","45749017",3
"8396","13035842","46170523",13
"8397","13035842","14312004",3
"8398","13035884","42245026",5
"8399","13035884","48019121",4
"8400","13035884","19798787",5
"8401","13035884","48378396",5
"8402","13035884","48387972",3
"8403","13035887","48415048",19
"8404","13035887","37508670",3
"8405","13035887","43537849",3
"8406","13035887","22333463",10
"8407","13035903","40150331",9
"8408","13035903","20256584",8
"8409","13035903","31006101",5
"8410","13035903","48535935",13
"8411","13035903","46486900",6
"8412","13035903","39745742",5
"8413","13035911","33543946",3
"8414","13035916","38341376",25
"8415","13035916","22371225",3
"8416","13035951","44023858",3
"8417","13035954","47867059",4
"8418","13035954","39519373",9
"8419","13035954","20204014",3
"8420","13035954","44394314",3
"8421","13035966","46821300",3
"8422","13035971","43705878",33
"8423","13035971","45923366",57
"8424","13035971","47211164",25
"8425","13035971","13036390",60
"8426","13035971","14809167",39
"8427","13035971","40182130",23
"8428","13035971","27585575",30
"8429","13035971","33535164",36
"8430","13035974","13036032",4
"8431","13035974","23510854",16
"8432","13035974","18475211",6
"8433","13035974","46893729",6
"8434","13035974","47375557",8
"8435","13035974","19835348",10
"8436","13035974","44664904",12
"8437","13035974","46875515",3
"8438","13035974","46877784",5
"8439","13035974","24623268",11
"8440","13035974","33687020",3
"8441","13035974","45132988",5
"8442","13035974","47808924",16
"8443","13035974","47384238",4
"8444","13035974","22343589",7
"8445","13035974","23925349",6
"8446","13035974","47809249",6
"8447","13035974","24631164",9
"8448","13035974","46030103",6
"8449","13036004","40853526",63
"8450","13036004","14810045",4
"8451","13036004","48848003",3
"8452","13036004","37179812",8
"8453","13036019","49871172",27
"8454","13036019","27584379",21
"8455","13036019","48135505",17
"8456","13036019","22334142",17
"8457","13036019","27622440",16
"8458","13036019","34478365",4
"8459","13036019","28867399",8
"8460","13036019","41730001",3
"8461","13036032","23510854",6
"8462","13036032","47808924",7
"8463","13036032","18475211",5
"8464","13036032","45212724",8
"8465","13036036","24640670",31
"8466","13036036","47598234",3
"8467","13036065","49709266",4
"8468","13036065","47838019",3
"8469","13036102","13037236",3
"8470","13036102","45328682",3
"8471","13036169","43080947",3
"8472","13036185","46029785",4
"8473","13036185","14809834",23
"8474","13036185","14685804",5
"8475","13036185","47253158",4
"8476","13036185","40296658",4
"8477","13036185","32023373",5
"8478","13036185","29212911",6
"8479","13036185","49436237",3
"8480","13036185","37746340",3
"8481","13036186","30420080",16
"8482","13036186","31473860",14
"8483","13036186","38345975",19
"8484","13036186","47525742",6
"8485","13036186","42072460",7
"8486","13036186","47838019",3
"8487","13036186","47395988",3
"8488","13036186","44683358",8
"8489","13036186","42244847",4
"8490","13036196","39746356",4
"8491","13036196","46442011",4
"8492","13036196","14404961",8
"8493","13036211","44102764",36
"8494","13036211","44310346",3
"8495","13036225","45056644",23
"8496","13036225","46022812",24
"8497","13036225","48884886",6
"8498","13036225","47806715",10
"8499","13036225","48371378",10
"8500","13036225","24636102",3
"8501","13036248","44768278",3
"8502","13036248","14824755",4
"8503","13036248","22334437",4
"8504","13036248","47386977",4
"8505","13036248","14849855",3
"8506","13036248","40289605",4
"8507","13036251","47039951",3
"8508","13036259","21133560",10
"8509","13036260","44662563",3
"8510","13036260","48837917",3
"8511","13036282","43534531",3
"8512","13036282","22472745",3
"8513","13036282","48535972",4
"8514","13036282","13037094",7
"8515","13036319","13036321",16
"8516","13036319","24610020",3
"8517","13036319","40387400",3
"8518","13036321","24610020",10
"8519","13036321","42411545",3
"8520","13036350","31006656",14
"8521","13036350","43646586",18
"8522","13036350","14811700",16
"8523","13036350","42891141",17
"8524","13036350","36750285",3
"8525","13036350","46009663",5
"8526","13036390","27585575",57
"8527","13036390","43705878",59
"8528","13036390","45923366",87
"8529","13036390","14809167",83
"8530","13036390","47211164",36
"8531","13036390","40182130",51
"8532","13036390","33535164",58
"8533","13036390","47591533",3
"8534","13036390","46821300",4
"8535","13036390","14850088",4
"8536","13036390","44682137",3
"8537","13036401","45189749",5
"8538","13036401","48415195",7
"8539","13036401","47696554",6
"8540","13036401","48135861",4
"8541","13036401","31777187",12
"8542","13036401","25192838",7
"8543","13036401","15265595",3
"8544","13036401","21163158",3
"8545","13036401","14849695",4
"8546","13036401","31777631",7
"8547","13036401","33077065",6
"8548","13036401","47039951",3
"8549","13036401","49663738",3
"8550","13036401","22344022",5
"8551","13036527","47918377",5
"8552","13036527","14811427",3
"8553","13036573","33561006",3
"8554","13036573","38366991",7
"8555","13036573","47677566",3
"8556","13036573","24610157",4
"8557","13036573","19131738",4
"8558","13036573","48923048",3
"8559","13036635","40853491",7
"8560","13036635","24607594",5
"8561","13036635","32169552",3
"8562","13036635","40988207",3
"8563","13036635","42059505",4
"8564","13036747","30418391",3
"8565","13036769","47675111",24
"8566","13036769","41923148",3
"8567","13036769","29221512",19
"8568","13036769","36875508",3
"8569","13036769","39845568",5
"8570","13036769","47582444",33
"8571","13036769","38004311",5
"8572","13036769","24283815",3
"8573","13037008","44667492",3
"8574","13037008","20249779",4
"8575","13037094","27629209",3
"8576","13037094","49605891",3
"8577","13037094","41751777",3
"8578","13037210","27421002",14
"8579","13037210","47631909",20
"8580","13037210","31258698",7
"8581","13037210","47678399",8
"8582","13037210","48753397",25
"8583","13037210","23166498",5
"8584","13037210","24630382",5
"8585","13037236","47253337",15
"8586","13037236","31011697",3
"8587","13037236","41730001",127
"8588","13037236","45328682",11
"8589","13037236","49521229",9
"8590","13037236","34151376",3
"8591","13037236","48540225",5
"8592","13037236","40266552",5
"8593","13037236","41751777",4
"8594","13037236","47674228",8
"8595","13037236","44099643",3
"8596","13037236","42081483",4
"8597","13037236","31005782",3
"8598","13037236","49370498",8
"8599","13037236","24630476",3
"8600","13037236","41752759",4
"8601","13037236","24623268",5
"8602","13037236","14684218",3
"8603","13037236","14850785",3
"8604","13037236","33555715",4
"8605","13037236","38337814",4
"8606","13037236","47390889",8
"8607","13037236","31016236",5
"8608","13037236","31259093",4
"8609","13037236","35201942",12
"8610","13037236","46880764",4
"8611","13037236","37508892",3
"8612","13037236","46883805",3
"8613","13037236","47615257",5
"8614","13037236","23511518",3
"8615","13037236","48214984",5
"8616","13037236","47673047",6
"8617","13037236","39983519",4
"8618","13037236","47680171",4
"8619","13037236","31005894",5
"8620","13037236","47774774",3
"8621","13037236","24631164",3
"8622","13037871","49768407",3
"8623","13037899","19832691",7
"8624","13037899","34325546",4
"8625","13037899","48336656",4
"8626","13037899","36748646",3
"8627","13060517","14827024",6
"8628","13060517","32234087",5
"8629","13060517","43843464",14
"8630","13060517","48436992",9
"8631","13060517","30760916",3
"8632","13060517","47787757",6
"8633","13060517","42411545",4
"8634","13060531","27638515",14
"8635","13060531","24642312",10
"8636","13060559","29485364",5
"8637","13060559","42544377",4
"8638","13060559","47683748",3
"8639","13060559","36878050",9
"8640","13060559","46873379",3
"8641","13060559","47579726",4
"8642","13060567","19594228",3
"8643","13060567","14684993",4
"8644","13064152","43603074",30
"8645","13064152","47374588",17
"8646","13064152","43143572",5
"8647","13064152","48384777",18
"8648","13064152","48397483",4
"8649","13064152","14850323",9
"8650","13064152","28033746",3
"8651","13199885","48656191",3
"8652","13199885","27421012",5
"8653","14298316","32374638",3
"8654","14298316","45165654",27
"8655","14298316","45328713",12
"8656","14298316","43082791",10
"8657","14298316","37619542",9
"8658","14298316","18863442",12
"8659","14298316","14797491",5
"8660","14298316","19849962",4
"8661","14298316","37746340",8
"8662","14298316","19131543",14
"8663","14298316","29555810",11
"8664","14334842","14811688",5
"8665","14345331","49436237",4
"8666","14345331","27421347",5
"8667","14363822","34325546",8
"8668","14404459","14853363",23
"8669","14404459","45746959",4
"8670","14404459","34325546",4
"8671","14404459","40296658",5
"8672","14404459","32023373",3
"8673","14404459","47779460",3
"8674","14404459","48387972",3
"8675","14404961","39746356",19
"8676","14404961","46442011",14
"8677","14405524","42059084",3
"8678","14405524","32170032",5
"8679","14405524","49121033",3
"8680","14405524","20256354",3
"8681","14405524","24610575",3
